id,itemUrl,title,picUrl,initialPrice,consultPrice,viewerCount,applyCount
760208851791,//sf-item.taobao.com/sf_item/760208851791.htm?track_id=5ebecdb7-9b01-4392-80fd-99f431a04308,北京市西城区金融大街10号楼-4层-401车位,//img.alicdn.com/bao/uploaded/i4/2548541351/O1CN01Luyqko1LqnzvNujiz_!!2548541351-0-paimai_gov.jpg,228501000.0,253897600.0,6715,0
766162931497,//sf-item.taobao.com/sf_item/766162931497.htm?track_id=5ebecdb7-9b01-4392-80fd-99f431a04308,北京市昌平区西关瑞明小区10号楼5层5单元503号房屋,//img.alicdn.com/bao/uploaded/i1/2231208898/O1CN01ZjW2N22FbL7Fg7xOH_!!2231208898-0-paimai_gov.jpg,1390000.0,2462086.0,18733,0
766167512859,//sf-item.taobao.com/sf_item/766167512859.htm?track_id=5ebecdb7-9b01-4392-80fd-99f431a04308,北京市朝阳区望京园603号楼9层1007号房屋,//img.alicdn.com/bao/uploaded/i4/2231208898/O1CN01D9F5rU2FbL7GHe9s7_!!2231208898-0-paimai_gov.jpg,1160000.0,2056454.0,22502,4
766951980819,//sf-item.taobao.com/sf_item/766951980819.htm?track_id=5ebecdb7-9b01-4392-80fd-99f431a04308,位于北京市东城区工人体育场西路3号6层Ⅱ段620房产一处,//img.alicdn.com/bao/uploaded/i3/2040226271/O1CN01lQBoBE1wCAeT75gTl_!!2040226271-0-paimai_gov.jpg,4388400.0,5851200.0,8532,0
766534627460,//sf-item.taobao.com/sf_item/766534627460.htm?track_id=5ebecdb7-9b01-4392-80fd-99f431a04308,北京市海淀区静淑东里5号楼4层402（90.4㎡）,//img.alicdn.com/bao/uploaded/i1/2260867569/O1CN01BnwlT225mekKOZAqB_!!2260867569-0-paimai_gov.jpg,4941400.0,7059125.33,10128,0
768292234307,//sf-item.taobao.com/sf_item/768292234307.htm?track_id=5ebecdb7-9b01-4392-80fd-99f431a04308,北京市海淀区西钓鱼台嘉园4号楼15层1501室,//img.alicdn.com/bao/uploaded/i2/2408686333/O1CN01cdRKFu1weZD5TzWsy_!!2408686333-0-paimai_gov.jpg,12604735.0,14829100.0,4407,0
768515190051,//sf-item.taobao.com/sf_item/768515190051.htm?track_id=5ebecdb7-9b01-4392-80fd-99f431a04308,北京市通州区八里桥南街68号3号楼11层1207房屋,//img.alicdn.com/bao/uploaded/i1/2240421956/O1CN018ysP821QJtdDLch0C_!!2240421956-0-paimai_gov.jpg,2745910.0,4903410.0,2882,0
769138609514,//sf-item.taobao.com/sf_item/769138609514.htm?track_id=5ebecdb7-9b01-4392-80fd-99f431a04308,北京市丰台区建欣苑三里15号楼6层5单元601号,//img.alicdn.com/bao/uploaded/i1/2046195679/O1CN012cfHl01rp2BWBXK40_!!2046195679-0-paimai_gov.jpg,2168000.0,3862418.33,1025,0
768521149733,//sf-item.taobao.com/sf_item/768521149733.htm?track_id=5ebecdb7-9b01-4392-80fd-99f431a04308,北京市朝阳区东三环南路17号B座24层25G,//img.alicdn.com/bao/uploaded/i4/2235258307/O1CN01NoM2bY2BEf2qhlY9X_!!2235258307-2-paimai_gov.png,4580000.0,8167215.0,1672,0
763341482346,//sf-item.taobao.com/sf_item/763341482346.htm?track_id=5ebecdb7-9b01-4392-80fd-99f431a04308,北京市海淀区西三旗花园一里25号楼3层1单元302（157.81㎡）,//img.alicdn.com/bao/uploaded/i3/2260867569/O1CN01RXvwMD25mejyUfDTj_!!2260867569-0-paimai_gov.jpg,9112437.6,16272210.0,14068,0
766512353052,//sf-item.taobao.com/sf_item/766512353052.htm?track_id=5ebecdb7-9b01-4392-80fd-99f431a04308,北京市朝阳区静安东里16号楼4层408（65.54㎡）,//img.alicdn.com/bao/uploaded/i2/2260867569/O1CN01oTMc9b25mekDxZSPj_!!2260867569-0-paimai_gov.jpg,3249432.0,4642045.33,5253,0
